user,text,date
bluephuz,its raining. what a sad day. ,Mon Apr 20 07:24:00 PDT 2009
lovelymassacre,"ewww, i have school today. not looking foward to that. my week's not going good so far. i left my straightner at my grandparents house! ",Mon Apr 20 07:54:06 PDT 2009
blurpzz,My tumbly hurts. ,Mon Apr 20 22:59:15 PDT 2009
sassygurl80,"@Luvinqt21 OOOOoooooo...ok..that's better....I was worried for a minute, thought you were gone already!! ",Mon Apr 20 23:15:24 PDT 2009
sassygurl80,@Luvinqt21 3 months!!? That's SOOO soon!! OH WOW..guess change is good. ,Mon Apr 20 23:16:01 PDT 2009
AnneHawley,I love @audible but just spent entire evening trying to get an audiobook to my phone. Me &amp; my new bald patch are going to bed. No story. ,Mon Apr 20 23:25:57 PDT 2009
KelBrett,I hate that Kristen went home  I'm reallllllllll sad,Mon Apr 20 23:35:48 PDT 2009
KennyPilozo,HAVE CHANGED... ,Mon Apr 20 23:58:10 PDT 2009
steved25,Grim bike this morning ... Freezing and very foggy ,Tue Apr 21 00:50:25 PDT 2009
trancejunkie_eu,is annoyed he couldn't get his hands on Carl cox tix ,Tue Apr 21 01:03:57 PDT 2009
guendouglas,@RyanRotten high voltage makes me think of *** tattoo shop  i don't like it... not at all,Tue Apr 21 01:09:50 PDT 2009
guendouglas,"last season of millennium, gonna be sad when it's over ",Sat Jun 06 22:06:27 PDT 2009
guendouglas,@RyanRotten perfect.  haha,Tue Apr 21 01:15:57 PDT 2009
guendouglas,@thepolorican woot woot!!!! ,Mon Jun 15 00:04:28 PDT 2009
HyperCard,"I think I scared the little mouse at the Exploratorium, and hassled the snail trying to make it move faster ",Tue Apr 21 01:14:38 PDT 2009
yogsototh,"ok, using gwibber. Not stable but good on Ubuntu. Ping.fm is buggy ",Tue Apr 21 02:18:47 PDT 2009
yogsototh,"Best xkcd ever! http://xkcd.com/599/ , but I'm â (  )",Thu Jun 18 23:35:50 PDT 2009
patb1966,Suffering PC blues   What I need is a MAC!,Tue Apr 21 02:34:01 PDT 2009
theloz,@half_engraved Saw's closed at the mo ,Tue Apr 21 03:15:13 PDT 2009
theloz,The SMS inbox on my N95-2 has stopped displaying contact names since last night. All my texts and reports show as number only. Help! ,Sat May 02 06:11:19 PDT 2009
theloz,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath! ",Thu May 28 23:43:55 PDT 2009
theloz,Twitpic posting from Gravity was working for a while without @janole's image posting proxy. It's stopped working again now ,Sun May 31 11:03:19 PDT 2009
theloz,I've had to decommission my favourite pair of jeans due to a tear in a most unfortunate location ,Mon Jun 15 10:45:15 PDT 2009
theloz,"@MickyFin Norton Ghost is good at that sorta thing. The guys at work use it. I know there's a free version of it, but I can't find it ATM ",Sat Jun 20 07:13:54 PDT 2009
theloz,@MickyFin will you be blogging about your experience with the N97 soon? So far i have seen less than glowing reviews ,Tue Jun 23 11:14:56 PDT 2009
merulapie,need to learn some German. I keep buying sparkling water by mistake! Argh! Adds to my bad day. ,Tue Apr 21 03:34:52 PDT 2009
merulapie,"@t_boo yes, twas sad when the little monkey baby was taken from it's mummy.   But otherwise I am still freaked out by monkeys! Eeugh!",Tue Jun 02 16:36:43 PDT 2009
merulapie,this is too early to be up on a Sunday. ,Sun Jun 07 01:35:45 PDT 2009
amyyyyy,Hopefully I'll stick to my weekly plan. ,Tue Apr 21 03:36:28 PDT 2009
zombiejess,yeah so that insomnia is back-ish  I can't sleep,Tue Apr 21 03:46:36 PDT 2009
zombiejess,@ani_trip I bet he didn't fall asleep till like this morning  sorries.,Fri May 29 08:13:37 PDT 2009
zombiejess,@CuppyKait What?! Where???!!!! ,Sat May 16 22:44:47 PDT 2009
zombiejess,"@ani_trip Yay, you're almost out of the evilness that is Montana  Making good time!",Sun May 31 18:06:32 PDT 2009
st3fft,@pishako personal problems  will post on LJ if i've the time.,Fri May 01 20:09:58 PDT 2009
st3fft,"thinks that it is a sadsad Monday. with the weather like this, it feels like Ghost Town. ",Sun May 17 22:51:00 PDT 2009
st3fft,"is so going to fall asleep at work!  beat last week's record of 2 hours, this time, i slept for 1.5hours.",Sat May 30 19:08:46 PDT 2009
st3fft,@pishako heartbroken!  lonely and tired.,Sun May 31 05:42:46 PDT 2009
st3fft,@leoana babe! got to cancel this thursday's meetup! need to push back by another 3 weeks   ,Mon Jun 15 23:30:59 PDT 2009
st3fft,@vnsalee keep me updated dear! ,Fri May 01 21:20:43 PDT 2009
st3fft,@beverly cause it is cute and pretty and AUTHENTIC! ,Mon May 18 01:45:30 PDT 2009
st3fft,"@beverly yea.u'll use e fake ones 4 a while &amp; then u MIGHT feel embarrassed &amp; then u'll chuck it!i read ur LJ,i thought e top 2 were real ",Mon May 18 01:58:49 PDT 2009
st3fft,@evelynxu yup have ,Mon Jun 01 00:42:13 PDT 2009
st3fft,"@xxiaolongbao i actually feel quite okay overall. but yes, we need to go out more!! i think i'm meeting fi again this week! ",Mon Jun 01 00:46:08 PDT 2009
st3fft,@xxiaolongbao got your text! see you soon then ,Tue Jun 02 02:54:58 PDT 2009
st3fft,"@xxiaolongbao but if not, how to earn money and shop even more?! work's ending soon! smile ",Wed Jun 03 01:52:32 PDT 2009
st3fft,"@phebsters we should go tog, maybe when steffie comes back! SEE YOU SOON, aight? ",Wed Jun 03 05:46:35 PDT 2009
st3fft,"thinks that this weekend has been amazing,sales equivalent to opening weekend-that's nothing but good news  have been v busy (&amp; thirsty)!!",Sun Jun 07 04:34:49 PDT 2009
st3fft,"is too temperamental for her own good.=/ anyway, will be watching 'the taking of pelham 1 2 3' with @RyanCh3n later! ",Mon Jun 15 04:10:25 PDT 2009
st3fft,is also very    cause she bought 2 pairs of shoes. got to love sales!,Mon Jun 15 11:20:21 PDT 2009
st3fft,@leoana yup! see ya 2ish town ,Mon Jun 15 19:10:13 PDT 2009
brownboyjojo,Beep beep beep beeeeeeep I just died ,Fri May 01 20:10:38 PDT 2009
henkaku,"@MKNELL ::sigh:: I guess not   You guys have such great parties too.  Maybe just a &quot;Yay, it's summer and we have a great view&quot; party?",Fri May 01 20:19:54 PDT 2009
henkaku,@WendyCulpepper wow!  that's pretty awesome   if anything could get me to Prospect Park it's the promise of you and all those fireworks!,Fri May 01 20:20:40 PDT 2009
Red1086,"@Requiem2056 I did give you decaf.  lol, and I am about to go o myspace and see what happensed. Some fuckers getting a new asshole.",Fri May 01 20:29:48 PDT 2009
Red1086,@AriLGV No has skype... or webcam for that matter. ,Fri May 22 04:12:28 PDT 2009
CutieCrissi17,ugghhh.. having a bad day! ,Fri May 01 20:30:13 PDT 2009
Evilpaintball,Just got home. I wish I had GH:metalica now ,Fri May 01 20:50:30 PDT 2009
Evilpaintball,My SAT scores suck ,Thu Jun 25 09:09:03 PDT 2009
kelleychaves,Found a stray kitty at the dumster  it was so cute with these gorgeous blue eyes. Gave her away to a lovely couple so now she has a home.,Fri May 01 21:04:41 PDT 2009
mikearabitg,working a saturday for the first time in a long while ,Fri May 01 21:24:44 PDT 2009
mikearabitg,the yankees suck ,Sat May 09 21:31:14 PDT 2009
kelseyrm,Sad to be home  back to work tomorrow...,Fri May 01 21:25:37 PDT 2009
kelseyrm,"Soo bored at work  today is going to be SUCH a long day. 930 to 530 at feet first, 6 till close at the bar. Gay!",Mon Jun 15 07:55:50 PDT 2009
kelseyrm,Stuck at work on a friday night  so pumped for day trip to toronto tomorow tho! Going shopping and then to a play with connors fam,Fri Jun 19 20:26:02 PDT 2009
shatteredgirlz,Awww the winner of our Dear Piggy contest gave the wrong address so her prize is stuck at UPS until she corrects ,Fri May 01 21:34:14 PDT 2009
spandanmondal,@cless55 You don't reply to me nowadays...  Do u think I'm spamming u?o.o,Fri May 01 21:44:44 PDT 2009
emliqua,i am nearly done my music assessment!! uhh now on to english essay and studying for exams!! ,Fri May 01 21:45:28 PDT 2009
emliqua,i hope my nan is ok.... i love you and im praying for you ,Fri May 22 01:21:21 PDT 2009
emliqua,start work 2 moro at 6:30.  not looking forward to it,Fri May 29 00:31:23 PDT 2009
brittanyvfcchic,@steffy213 yea too bad i live all the way in Tennessee  i want to go soo bad and i want to go to the show on monday,Fri May 01 22:26:14 PDT 2009
brittanyvfcchic,is going to see seventeen again tomorrow....or today if you wanna get technical ,Fri Apr 17 21:47:22 PDT 2009
brittanyvfcchic,@steffy213 thanks steffy. can't wait to see the videos and pics!  please twitter when they're up,Fri May 29 23:48:29 PDT 2009
kainley,"just finished making baked spring rolls for tomorrow, now im surrounded by the smell of deliciousness and i cant eat any of it yet ",Fri May 01 22:29:28 PDT 2009
xXarcticangelXx,my i pod doesnt have enough space  better start saving my money pft like i have a job,Fri May 01 22:41:19 PDT 2009
xXarcticangelXx,I wish I had some sushi       I'll have to make do with water,Wed May 13 21:48:05 PDT 2009
xXarcticangelXx,Cant believe it's 7:14. wasted the whole day. But not drunk  lol : P,Sat May 30 17:15:47 PDT 2009
xXarcticangelXx,"my dog belle just got hit by a car  it broke its back leg, were taking it to a vet. i wish i could be there. it'll live i think",Tue Jun 16 19:22:22 PDT 2009
JKs_divadoll27,@SincerelyCindy I wish I could NOW!  This tummy bug has me on meds till 3PM tomorrow...boo ,Fri May 01 22:54:31 PDT 2009
JKs_divadoll27,@ILUVNKOTB Well I've only seen the list on the official site...no abs this time around..boo   But it sounds like a kick ass show!,Fri Jun 05 22:08:29 PDT 2009
JKs_divadoll27,@suzannerod Boo   I have a Donnie Band-Aid...you want it?  Lol...,Sat Jun 06 12:09:47 PDT 2009
JKs_divadoll27,@Raeknightowl4 Hoot hoot Rae..finally done with hw..how the big CC?  I miss the beach ,Tue Jun 16 22:05:57 PDT 2009
JKs_divadoll27,@Raeknightowl4 Hey Rae   I've had a tummy bug since last night...sad times...but other thank that...things are great..graduation nxt wk!,Fri May 01 22:56:05 PDT 2009
JKs_divadoll27,@SincerelyCindy WIne last night...amazing!  It was a &quot;Full Service&quot; kinda Sunday ,Sun May 03 23:17:15 PDT 2009
JKs_divadoll27,@jordanknight You are ,Sun May 10 08:29:23 PDT 2009
JKs_divadoll27,@jordanknight Woo hoo!  Enjoy your lunch ,Sun May 31 09:41:41 PDT 2009
JKs_divadoll27,@SunnySauceda Hey!  It's good   How've you been?,Sun May 31 10:15:44 PDT 2009
JKs_divadoll27,@iLupe Que onda chica?  How've you been?  I'll be in Houston In July ,Sun May 31 10:19:42 PDT 2009
JKs_divadoll27,@JonathanRKnight Glad you made it safe   Enjoy the picnic!,Sun May 31 19:04:52 PDT 2009
JKs_divadoll27,@aurmarcmgmt Hola Papa   Miss you!  Hope all is well...,Sat Jun 06 12:08:07 PDT 2009
JKs_divadoll27,@chentebarrera  Good afternoon   Have a great show!,Sat Jun 06 12:10:25 PDT 2009
JKs_divadoll27,Good night Tweeties ,Sun Jun 07 01:03:31 PDT 2009
JKs_divadoll27,@anorangegal You've got mail ,Sun Jun 07 13:01:06 PDT 2009
periclesfilm,@herandy ah ,Fri May 01 22:56:25 PDT 2009
beckahbenalquin,got a new blackberry still trying to learn how to use it?!.... and its late! have to be a work 2mrw! Its the Kentucky Derby!... Who ppi! ,Fri May 01 23:03:48 PDT 2009
LeilaRogers,is SO UPSET that she missed her jeremy camp concert!!!!! SO UPSET!!! Stupid work ,Fri May 01 23:23:54 PDT 2009
audioanalysis,Lying on a couch near the River Clyde. Tick tock goes a clock. Regretting the gin ,Fri May 01 23:28:47 PDT 2009
i_love_adam,I CANT BELIEVE SUMONE STOLE MY HANDBAG IM SO ANGRY! I HAV 2 REPLACE EVERYTHING IN IT NOW  SO ANGRY!!!!!!!!!!!!!!!!!!!1,Fri May 01 23:29:34 PDT 2009
Virginia83,"Slept bad, tired, but have to work ",Fri May 01 23:53:32 PDT 2009
Virginia83,"dan, alcohol is the worst thing for getting horny ",Sun Jun 21 03:54:18 PDT 2009
jennifertang09,go back 2 school on monday 4 a month ,Fri May 01 23:58:12 PDT 2009
careoh,darnit! tickets sold out. guess I'll just have to watch it at home  [bulls/suktics game tonight!!!! go bulls!],Fri May 01 23:59:54 PDT 2009
scarie,"@nicolalalalala hangover  Could i ask u a big favour?I have my portfolio on my facebook-add me+ critique!not now, whenever. Will dm name",Sat May 02 00:20:10 PDT 2009
scarie,"@nicolalalalala my mam wants to do that 4 my sister, i live too far away ",Tue Jun 23 14:41:02 PDT 2009
alanwata,not seeing @Crystalbearr makes alan a saaaaaaad panda ,Sat May 02 00:20:31 PDT 2009
alanwata,Promoting was so fun and we sold a bunch of cds and tix for house of blues june 5th ,Tue May 26 23:07:43 PDT 2009
Krysnix,Aaaw! Kelis filed for divorce with Nas! And she's is seven months prego! That sucks... I like them together! ,Sat May 02 00:20:55 PDT 2009
Krysnix,Don't like the twitterfon update. Makes it look like I got a lot of @ to  me and I didn't ,Sat May 16 23:42:18 PDT 2009
Krysnix,@lauren_kit hmmm I'll be gone by then ,Thu May 21 23:33:27 PDT 2009
Krysnix,Don't forget to watch keeping up with the kardashians tonite. I'll will be on with khloe at dash ,Sun May 03 16:48:57 PDT 2009
violetbakes,"@hilaryjp yes, it was do it yourself  could you just imagine? what a mess",Sat May 02 00:28:12 PDT 2009
violetbakes,"@cpritch  Good morning, no sun here its gone behind a big dark cloud ",Sat May 02 00:50:49 PDT 2009
violetbakes,"@Sazchik oooh good for you, I'm fine thanks, baking for cricket but looking at the cloudy sky and worrying ",Sat May 02 00:59:38 PDT 2009
violetbakes,"@piginthepoke  I don't watch it either, must have just been unlucky to catch the worst act ever last week ",Sat May 02 02:25:07 PDT 2009
violetbakes,I've now got @ClareAshford black cloud following me ,Sat May 02 02:26:39 PDT 2009
violetbakes,"@HoptonHouseBnB love this song, such a shame they didn't use the real singer in the video ",Sat May 02 11:02:18 PDT 2009
violetbakes,"@Sazchik  the hairy bikers are fab, sooo funny, unfortunately they had a warm up man on before them and he was just dreadful ",Sun May 03 03:04:06 PDT 2009
violetbakes,"@HoptonHouseBnB They won't insure Fudge now as she's too old, ridiculous ",Sun May 03 03:15:00 PDT 2009
violetbakes,"Its official, I am old, I've just looked at a list someone has posted on facebook and I don't recognise any bands/singers on it ",Sun May 03 07:30:30 PDT 2009
violetbakes,"Morning all, the weather forecast was right then, rain and more rain, might have to change todays plans now ",Mon May 04 01:32:07 PDT 2009
violetbakes,"@Sazchik  fine thank you, we were going out but the weather has put a dampner on that too, and if we go to the playbarn it will be full ",Mon May 04 01:43:05 PDT 2009
violetbakes,@tannwick  I always wanted a meercat as a pet too ,Mon May 04 02:47:06 PDT 2009
violetbakes,@Beverleyknight tweetdeck has been playing me up for a few days now ,Mon May 04 04:02:28 PDT 2009
violetbakes,@HoptonHouseBnB  I'm dreading when mine get to that age because I will have three in the house at the same time ,Sun May 10 02:39:16 PDT 2009
violetbakes,"Those judges on the great British Menu are really so rude sometimes, just no need for it ",Sun May 10 03:40:33 PDT 2009
violetbakes,"@piginthepoke out comes the safety car again, its happening a lot this year ",Sun May 10 05:06:30 PDT 2009
violetbakes,"@Jayne0807 thank you, and I agree def some stranger twitterers, can't stand the ones who tweet obscenities constantly ",Sun May 10 05:28:09 PDT 2009
violetbakes,@tannwick  did they win? what does this mean now? sorry I'm clueless when it comes to football ,Sun May 10 07:49:09 PDT 2009
violetbakes,@hilaryjp  Booooo ,Thu May 14 00:30:29 PDT 2009
violetbakes,@thedinnerlady I normally get them from my own chickens but the fox keeps helping himself ,Thu May 14 01:19:20 PDT 2009
violetbakes,"@dsupple  oh no  that shouldn't be allowed, maybe they could give you a longer lunch bread ",Thu May 14 03:19:17 PDT 2009
violetbakes,"@guybatty  yes they take decent songs and ruin them, still haven't recovered from watching the rock star add, awful ",Thu May 14 05:32:20 PDT 2009
violetbakes,"@HoptonHouseBnB I heard her whilst driving in the car, I thought she was unique too, she only sees the world through her own eyes ",Mon May 18 04:51:37 PDT 2009
violetbakes,@naughtymutt ... an explosion of them? in the late eighties we had very odd weather and instead of them migrating the wind blew them back ,Fri May 29 01:02:25 PDT 2009
violetbakes,"@violetbakes My friend is a massive Beatles fan, and she wasn't impressed ",Fri May 29 01:08:12 PDT 2009
violetbakes,"@thedinnerlady  I could never do that to one of my children, look what happened to Nina Zavaroni (sp) Brooke Shields and Drew Barrymore ",Fri May 29 14:09:50 PDT 2009
violetbakes,"twitter is playing up it won't let me sort my picture out, boo hoo ",Sat May 30 02:32:29 PDT 2009
violetbakes,"@pawpads I know, I just caught it scrolling across the bottom of the screen on sky news channel, how low can you sink, honestly ",Sat May 30 14:54:41 PDT 2009
violetbakes,"@pawpads I know, I just caught it scrolling across the bottom of the screen on sky news channel, how low can you sink, honestly ",Sat May 30 14:54:41 PDT 2009
violetbakes,"I'd ran out of homemade vanilla extract, so I resorted to buying some its so weak in comparison ",Sun May 31 01:59:11 PDT 2009
violetbakes,"my connection is playing up really badly this morning, I've had to re-boot 3 times ",Wed Jun 03 01:41:25 PDT 2009
violetbakes,@Retrochick_uk ... see some really horrible things people have donated ,Wed Jun 03 01:45:51 PDT 2009
violetbakes,"Hello everyone, thanks for the Friday follows, I'm rubbish today and haven't done any yet sorry ",Fri Jun 05 12:53:22 PDT 2009
violetbakes,@jiminthemorning I love lime marmalade and I used to love marmite but I don't anymore ,Sat Jun 06 01:25:22 PDT 2009
violetbakes,@piginthepoke I don't think I like that ,Sat Jun 06 02:09:53 PDT 2009
violetbakes,"@samyair isn't it just, I've only been outside to get my mop and then raced back in, its so wet and dark ",Sat Jun 06 03:11:04 PDT 2009
violetbakes,@Sazchik sorry I don't know Telford very well ,Sat Jun 06 03:44:37 PDT 2009
violetbakes,@The_Grim_Weeder block and report them to @spam they are a nuisance ,Sat Jun 06 03:49:50 PDT 2009
violetbakes,@tannwick we have to get three of each and you never get two the same which can cause probs if one is prettier than the other ,Sat Jun 06 05:56:32 PDT 2009
violetbakes,@HoptonHouseBnB sorry Karen tweetdeck said I'm over capacity  Chilli and garlic work well with lamb as it cuts through the fattyness ,Sat Jun 06 11:35:35 PDT 2009
violetbakes,"@tannwick I had a fear of them as a child but I've grown out of it, we had a scooby doo moment in Cleethorpes when I was about six ",Sat Jun 06 13:42:25 PDT 2009
violetbakes,Can't believe how insensitive some people are ,Sun Jun 07 03:13:24 PDT 2009
violetbakes,"@smorgo Its ok, just someone on my foodforum being unpleasant  I was just venting, sorry",Sun Jun 07 03:26:42 PDT 2009
violetbakes,"@HoptonHouseBnB It all sounds lovely to me, fish isn't my favourite thing to cook either, hate the lingering smell after ",Sun Jun 07 09:54:24 PDT 2009
violetbakes,"Normally love Countryfile, but that band were truly depressing ",Sun Jun 07 11:17:04 PDT 2009
violetbakes,"@FarmrPhil I'm not, don't like it ",Sun Jun 07 13:18:31 PDT 2009
violetbakes,"@HoptonHouseBnB Karen I realised where the butcher was, they do wonderful steak too ",Fri May 01 23:55:43 PDT 2009
violetbakes,"@newboy I'll blow the sun your way, its shining nicely here in Bridgnorth now ",Sat May 02 02:21:25 PDT 2009
violetbakes,@HoptonHouseBnB 1level teaspoon ,Sat May 02 02:41:24 PDT 2009
violetbakes,"@piginthepoke  I constantly do this too and its no help when you live in the sticks,  I need a new brain some days ",Sat May 02 03:56:37 PDT 2009
violetbakes,"Sometimes you just have to say STOP, that is way too much information ",Sat May 02 06:02:54 PDT 2009
violetbakes,"Off to serve my cricket tea, byeeeeeee for now ",Sat May 02 07:38:00 PDT 2009
violetbakes,"@jiminthemorning  loving the music again tonight, better go and check my dinner isn't burning ",Sat May 02 11:08:12 PDT 2009
violetbakes,"Morning everyone, the sun is shining here so far ",Sun May 03 00:05:27 PDT 2009
violetbakes,"@hilaryjp bring him/her over to me and mine will learn him/her how to swim, they are all nuts ",Sun May 03 05:18:42 PDT 2009
violetbakes,"@robertHarper  ha ha, its cricket tea, you can come if you like, we feed all our spectators ",Sun May 03 06:09:21 PDT 2009
violetbakes,@samyair  what a beautiful photo ,Sun May 03 06:18:56 PDT 2009
violetbakes,"Rachel Allens date bars, so easy to make   http://twitpic.com/4jas7",Mon May 04 01:58:04 PDT 2009
violetbakes,"@Sazchik  I read somewhere they were restoring the name, hope it happens soon ",Mon May 04 04:02:57 PDT 2009
violetbakes,@BroadwayManor  they are a long way from the sea  unless they came from Gloucester docks.,Mon May 04 06:04:05 PDT 2009
violetbakes,"@ClareAshford  I blocked him too, lets hope it just goes away forever ",Mon May 04 06:39:19 PDT 2009
violetbakes,"@hilaryjp  I've already done my washing, I have a spring in my step this morning ",Sun May 10 01:31:54 PDT 2009
violetbakes,@hilaryjp  I have sun here ,Sun May 10 01:37:36 PDT 2009
violetbakes,"@BridgetSupple  you have been busy, have a lovely time ",Sun May 10 02:37:16 PDT 2009
violetbakes,"@HoptonHouseBnB  Erm ewww, I prefer Monty too  alan is like someones uncle ;) at a wedding doing the dad dance ;)",Sun May 10 05:07:49 PDT 2009
violetbakes,"I've just made some vegetable pakora dough, its a great way to use up bits of left over veggies ",Sun May 10 08:54:08 PDT 2009
violetbakes,"@piginthepoke yes I agree, TVR 's are one ",Thu May 14 00:16:27 PDT 2009
violetbakes,"@ShropshirePixie same here, I have a feeling storm its on its way as its claggy ",Thu May 14 01:21:32 PDT 2009
violetbakes,"@Sazchik  How are you M'dear, not spoken to you for a few days ",Thu May 14 02:01:57 PDT 2009
violetbakes,"@Sazchik oh great, I hope it all goes well for you  ",Thu May 14 02:06:54 PDT 2009
violetbakes,"@bigdaddymerk its goes lovely in a bobotie, its goes lovely with sausages too ",Sun May 17 11:13:28 PDT 2009
violetbakes,@jiminthemorning I'll do it if Karen will ,Sun May 17 12:03:14 PDT 2009
violetbakes,"@Number1Huggles no, I mean everyone ",Mon May 18 05:53:51 PDT 2009
violetbakes,"@_emmajane_ Love London and know it well as I have family in Essex. I have a busy day too, lots of running around. Have a lovely time ",Fri May 22 00:18:14 PDT 2009
violetbakes,@jiminthemorning that retracting statement sounds like a sketch from little Britain ,Fri May 22 01:32:29 PDT 2009
violetbakes,"Can Any bike experts tell me where to buy my son a bike please, I have no idea? Thank you ",Fri May 22 05:22:38 PDT 2009
violetbakes,This should wake you all up  ? http://blip.fm/~78qov,Thu May 28 23:23:19 PDT 2009
violetbakes,"@Col_RFTL Hello, how are you? I've not seen you about ",Thu May 28 23:31:25 PDT 2009
violetbakes,"@naughtymutt No I can't either its gone so quick, glad the music did the trick  I'm on my second cup of tea ",Thu May 28 23:33:17 PDT 2009
violetbakes,"@tannwick ha ha, they are addictive I could sit on Nemesis all day ",Thu May 28 23:55:24 PDT 2009
violetbakes,@naughtymutt I could drop a bomb in here and nobody would wake up ,Fri May 29 00:11:19 PDT 2009
violetbakes,@jiminthemorning this seemed like quite a good idea at the time to go dressed as a bag of rubbish http://twitpic.com/666nl,Fri May 29 00:56:05 PDT 2009
violetbakes,"VH1 has the 20 greatest electro 80's on ATM ha ha, love it ",Fri May 29 14:32:36 PDT 2009
violetbakes,"Morning everyone, its a beautiful day again.  I'm busy today have lots of cakes to make for home and cricket ",Sat May 30 01:53:34 PDT 2009
violetbakes,@HoptonHouseBnB I've heard one here too Karen  not sure whose nest she's robbing though ;),Sun May 31 01:15:29 PDT 2009
violetbakes,@NickDavies just replace the coconut with yoghurt for low fat ,Sun May 31 02:03:39 PDT 2009
violetbakes,"First celebrity swine flu fatality, and we know who gave it him don't we?  http://twitpic.com/6e2e4",Mon Jun 01 00:02:10 PDT 2009
violetbakes,"I'm going Strawberry picking tomorrow, then I can make jame ",Wed Jun 03 02:04:15 PDT 2009
violetbakes,@jiminthemorning hello  I'm typing recipes up and drinking a glass of red wine.,Fri Jun 05 13:18:40 PDT 2009
violetbakes,"@jiminthemorning aaah I see, I had a look today when I parked on the car park nearby, thank you ",Fri Jun 05 14:13:12 PDT 2009
violetbakes,@naughtymutt can't even ride a push bike ;D it would have to be one of those three wheel trikes with a side car he he ,Sat Jun 06 03:10:29 PDT 2009
violetbakes,@HoptonHouseBnB Nobody could get bored with you  you deserve all the good publicity ,Sat Jun 06 10:59:21 PDT 2009
violetbakes,@HoptonHouseBnB sorry Karen tweetdeck said I'm over capacity  Chilli and garlic work well with lamb as it cuts through the fattyness ,Sat Jun 06 11:35:35 PDT 2009
violetbakes,"@lemon_jelly Delia is great, that is the way I do pav ",Sat Jun 06 13:41:17 PDT 2009
violetbakes,Going to do a mad dash outside to get some parsley ,Sun Jun 07 04:46:57 PDT 2009
violetbakes,@tannwick years ago circa 1983 there was actually a hedghog flavoured crisp ,Sun Jun 07 05:07:10 PDT 2009
Shimoku,"Lievekeeeeeeeeeeee, I need your poem back  where are the good ol' days gone? *crumples up in a ball*",Sat May 02 00:53:34 PDT 2009
Shimoku,Star Trek postponed until next weekend  ,Sun May 17 03:29:55 PDT 2009
Shimoku,@cubasian I love the pics and I miss you guys! ,Fri May 22 07:22:53 PDT 2009
Shimoku,Wanted to surprise someone today...well I failed...as the text I got back also reminded me. ,Tue Jun 02 05:43:21 PDT 2009
Shimoku,@alyankovic no fair! we belgians can't see your new vid due to copyright restrictions ,Thu Jun 18 14:30:24 PDT 2009
Shimoku,@lancearmstrong the final countdown? ,Sun May 17 03:30:47 PDT 2009
Shimoku,http://twitpic.com/5f6ml - quick pen drawing of the kitty ,Mon May 18 04:38:39 PDT 2009
Shimoku,@lancearmstrong YAY rush rocks ,Fri May 22 02:51:40 PDT 2009
Sazchik,@jupitusphillip Is it no longer on FX ? ,Sat May 02 00:59:34 PDT 2009
Sazchik,Good morning all! Had a great time last night and no hang over (either that or I'm still drunk!) but @ciaranbradley off to Germany today ,Sun May 31 01:48:41 PDT 2009
Sazchik,@BarryHurford I'm round and dads and although he has a PC he has no webcam  will get photo uploaded soon! ,Sun May 31 11:23:15 PDT 2009
Sazchik,"Feeling a bit low today, sent off tons of job apps but not heard anything  I need to get out in the sunshine I think!",Mon Jun 01 05:21:08 PDT 2009
Sazchik,@thedinnerlady I'm in the office today  But next time I'm hungry I'll give you a shout :-D,Tue Jun 16 02:19:26 PDT 2009
Sazchik,@thedinnerlady I have wine! all is good (no phone call from job interview  ),Wed Jun 17 14:57:28 PDT 2009
Sazchik,@whoopsie &quot;Decent fish and chips for Shropshire!&quot; I've started a debate! I'll send you the listen again link when the shows ended ,Mon Apr 20 03:43:44 PDT 2009
Sazchik,@HoptonHouseBnB *sob* it was lovely! ,Mon May 04 00:07:06 PDT 2009
Sazchik,@living_autism BUT on the bright side you're on twitter! Morning! ,Mon May 04 00:32:18 PDT 2009
Sazchik,@piginthepoke sounds like a plan ,Mon May 04 06:03:53 PDT 2009
Sazchik,@hilaryjp LOL I meant &quot;being&quot; (I'm good at buying too!) ,Thu May 14 02:02:02 PDT 2009
Sazchik,Right back to work for me now! Before I go who hasn't sponsored me yet?  http://bit.ly/ya5nX,Thu May 14 02:17:05 PDT 2009
Sazchik,@HoptonHouseBnB CON and follow links on right for more info ,Mon May 18 03:43:55 PDT 2009
Sazchik,Just got back from a lovely meal out with the kids. The Hungry Horse in Telford is cheap and very cheerful! ,Fri May 29 12:19:31 PDT 2009
Sazchik,@giagia Truer words have never been tweeted  x,Sun May 31 02:20:18 PDT 2009
Sazchik,@sarahsnowdon Hyde park is one of my favourite places ,Sun May 31 02:24:03 PDT 2009
Sazchik,@dontforgetchaos Ah.. you see I've always fancied a nice celtic design on my foot but I've heard it hurts like hell! maybe not then... ,Sun May 31 04:02:34 PDT 2009
Sazchik,@ShropshirePixie have to come to the Ironbridge ale and folk / rock festival. Much pixie fun to be had! ,Sun May 31 10:53:53 PDT 2009
Sazchik,Dad says hello back ,Sun May 31 11:15:45 PDT 2009
Sazchik,I'm going to try and get Dad on Twitter - will let you know when he's on so you can follow him ,Sun May 31 11:17:54 PDT 2009
Sazchik,@Number1Huggles Yep - the right job for me is out there and on its way to me :-D Positive things happen to positive people  x Hows u? x,Mon Jun 01 05:26:15 PDT 2009
