user,credit_record_status,job_yrs,home_type,loan_months,age,marital_status,job_type,debt,loan_amt,price_of_good
chloepaige23,BAD,2,OWNER,24,35,MARRIED,FIXED,0,1000,2393
chispas1388,GOOD,2,OWNER,48,25,SINGLE,FIXED,0,900,1763
so1omon563,GOOD,20,RENT,60,54,MARRIED,FIXED,0,800,1263
chingsmd,BAD,0,OWNER,30,21,SINGLE,PARTTIME,0,400,400
childaycare,GOOD,5,OWNER,12,32,MARRIED,FREELANCE,0,300,750
chikita_bo_nita,GOOD,7,OWNER,24,30,SINGLE,FIXED,0,400,1541
chocablog,GOOD,1,OWNER,60,21,SINGLE,FIXED,0,900,1088
shelbygrajeda,GOOD,14,OWNER,60,30,MARRIED,FIXED,0,1500,2414
sillygirl15,GOOD,10,RENT,30,51,MARRIED,FIXED,0,1300,1378
sianlparker,GOOD,0,RENT,60,30,MARRIED,FIXED,0,1400,1475
shelbyisfetch,BAD,11,RENT,48,53,MARRIED,FIXED,0,1260,1538
soundman460,BAD,1,OWNER,36,22,SINGLE,PARTTIME,0,880,940
cleebee,BAD,4,RENT,60,37,SINGLE,FIXED,0,1500,1550
shelliFTW,GOOD,14,RENT,60,38,MARRIED,FIXED,0,1350,1413
clarewalpole,GOOD,6,OWNER,60,26,SINGLE,FIXED,0,1800,1921
shortbusdude,BAD,6,RENT,60,45,MARRIED,FIXED,0,1350,1612
clarasax,BAD,6,RENT,48,37,SINGLE,FIXED,0,1450,1650
sierrarawr,GOOD,0,OWNER,60,21,SINGLE,FREELANCE,0,1200,1311
showerdays,GOOD,3,RENT,60,30,MARRIED,FIXED,0,1500,2037
soozilicious,BAD,12,RENT,60,30,SINGLE,FIXED,0,1300,1380
shyamnaren,GOOD,2,RENT,60,29,MARRIED,FIXED,0,1250,1250
cl0r,BAD,1,RENT,36,28,MARRIED,FIXED,0,950,1100
cjkihlbom,BAD,3,OWNER,60,27,SINGLE,FIXED,0,1500,2190
cja882,GOOD,16,OWNER,48,31,SINGLE,FIXED,0,850,1228
santhoshbg,GOOD,1,OWNER,60,26,SINGLE,FIXED,0,1200,1512
chekeichan,GOOD,17,RENT,60,52,MARRIED,FIXED,0,1400,1407
shuhead24,BAD,11,OWNER,60,48,MARRIED,FIXED,0,1300,1550
sansizzle,BAD,1,RENT,36,37,MARRIED,PARTTIME,0,1100,1871
justjeanny,BAD,1,OWNER,48,36,MARRIED,PARTTIME,0,1200,1401
sansib,GOOD,2,OWNER,12,26,SINGLE,FIXED,0,360,1258
qbessi,BAD,2,RENT,48,23,SINGLE,PARTTIME,0,1300,1700
dingybear,GOOD,17,RENT,12,46,MARRIED,FIXED,0,200,600
rachie_doodle,GOOD,5,OWNER,36,21,SINGLE,FIXED,0,250,375
raediation,GOOD,6,OWNER,36,26,MARRIED,FIXED,0,1000,2193
diegopmarques,GOOD,8,RENT,36,61,SINGLE,FIXED,0,325,450
rafiq,GOOD,5,RENT,36,30,SINGLE,FREELANCE,0,650,900
dhc2nite,GOOD,2,OWNER,36,28,SINGLE,FIXED,0,325,525
dhampir17,GOOD,3,OWNER,60,26,SINGLE,FIXED,0,1050,1156
dg1423,GOOD,6,OWNER,48,38,WIDOW,FIXED,0,500,580
pwobbler,BAD,0,OWNER,24,35,SINGLE,PARTTIME,0,800,1560
randy_nacol2002,GOOD,6,RENT,36,26,MARRIED,FIXED,0,1250,1657
denizshntrk,BAD,1,OWNER,48,23,SINGLE,PARTTIME,0,1078,1079
dell389,GOOD,8,OWNER,60,31,SINGLE,FREELANCE,0,1250,1499
rave_guy,GOOD,9,OWNER,36,28,SINGLE,FIXED,0,600,1446
dehora,GOOD,0,OWNER,18,27,MARRIED,FIXED,0,750,1050
ravila23,BAD,7,RENT,36,29,MARRIED,FIXED,0,1100,1350
raychilllz,GOOD,0,OWNER,48,28,SINGLE,FREELANCE,0,720,1321
deepakjhalani,BAD,2,OWNER,48,33,SINGLE,PARTTIME,0,1050,1332
rdrenadi,BAD,10,OWNER,48,54,MARRIED,FIXED,0,1100,1423
debsig,BAD,4,RENT,60,34,MARRIED,FIXED,0,1700,2278
derricrussell,BAD,1,RENT,36,23,MARRIED,PARTTIME,0,600,750
debrah6,BAD,1,RENT,36,46,MARRIED,PARTTIME,0,850,1418
putrishabrina,GOOD,1,OWNER,48,23,SINGLE,PARTTIME,0,820,1323
purpleinnej,GOOD,1,OWNER,48,24,SINGLE,FIXED,0,1050,1429
pinkybunny,BAD,2,RENT,24,32,SINGLE,FREELANCE,0,1700,2800
pjkix,GOOD,11,RENT,60,43,MARRIED,FIXED,0,1200,1650
plaine_jayne,BAD,5,RENT,60,25,MARRIED,FREELANCE,0,2000,2200
planpremium,GOOD,0,OWNER,60,22,SINGLE,FIXED,0,1400,1666
pok3,GOOD,1,OWNER,60,25,MARRIED,FIXED,0,2000,2100
dougwo,BAD,8,RENT,60,34,MARRIED,FIXED,0,1200,1800
poorboymark,BAD,0,RENT,36,23,MARRIED,PARTTIME,0,450,495
pornococaine,GOOD,8,OWNER,36,26,SINGLE,FREELANCE,0,1300,1500
porschax3,BAD,1,OWNER,60,23,SINGLE,FIXED,0,1600,1642
dj29,GOOD,4,OWNER,24,33,SINGLE,FIXED,0,750,1139
dollstudios,GOOD,0,RENT,60,25,MARRIED,PARTTIME,0,1450,1537
dobbo1985,BAD,2,OWNER,60,35,MARRIED,PARTTIME,0,1450,1480
dnwhittaker,GOOD,3,RENT,60,48,MARRIED,FREELANCE,0,1700,1803
princess_shrek,BAD,2,RENT,36,31,MARRIED,FIXED,0,350,750
dntworiebehippy,GOOD,5,RENT,48,31,SINGLE,FIXED,0,900,1492
princessjaya,GOOD,5,OWNER,48,23,SINGLE,FIXED,0,1550,1630
dlsnax,BAD,1,RENT,36,44,MARRIED,FIXED,0,1500,2100
prprincess2008,BAD,0,RENT,48,46,MARRIED,PARTTIME,0,860,965
prttygirl23,GOOD,2,OWNER,48,24,SINGLE,FIXED,0,1500,1734
pung101,GOOD,14,RENT,60,30,MARRIED,FIXED,0,850,1015
posecombat,GOOD,7,OWNER,60,27,SINGLE,FIXED,0,1500,1878
crysmacdonald,BAD,3,OWNER,60,29,MARRIED,FREELANCE,0,1100,1350
realhelen,GOOD,23,OWNER,60,43,MARRIED,FIXED,0,1650,2270
rebeccaseagull,GOOD,15,RENT,48,33,MARRIED,FIXED,0,1150,1661
daniiLuna,BAD,1,OWNER,60,33,SINGLE,PARTTIME,0,700,1640
daniels_dunn,GOOD,0,RENT,48,23,SINGLE,FIXED,0,1000,1529
daniella_ftw,BAD,5,RENT,48,22,MARRIED,FIXED,0,1500,1564
danielcarson,GOOD,1,OWNER,60,21,SINGLE,PARTTIME,0,400,904
damndirrtyrider,GOOD,12,RENT,36,31,MARRIED,FIXED,0,200,200
rockroxmysox,GOOD,6,OWNER,60,30,MARRIED,FIXED,0,200,1083
rockvocals14,GOOD,14,OWNER,48,31,SINGLE,FIXED,0,800,1084
rohitawasthi,GOOD,8,OWNER,36,26,SINGLE,FIXED,0,500,1715
cynthiuhhh,GOOD,10,RENT,36,31,MARRIED,FIXED,0,175,675
danishathadani,GOOD,15,RENT,48,40,MARRIED,FIXED,0,1000,1500
rufferthanstuff,GOOD,11,OWNER,60,27,SINGLE,FIXED,0,600,1537
cwusacheferika,BAD,1,OWNER,36,24,SINGLE,PARTTIME,0,1750,1850
salma_ali,GOOD,15,OWNER,36,41,MARRIED,FIXED,0,525,600
cutiepie0509,GOOD,1,OWNER,24,21,SINGLE,PARTTIME,0,900,1307
samarazon,BAD,0,OWNER,48,30,SINGLE,FIXED,0,2000,2354
sambg7777,BAD,10,RENT,24,39,SINGLE,FREELANCE,0,400,435
squidulor,GOOD,16,OWNER,60,31,MARRIED,FIXED,0,1300,1400
sammo101,GOOD,1,RENT,36,27,MARRIED,FIXED,0,475,550
sande3e,GOOD,4,RENT,60,24,MARRIED,FIXED,0,900,1155
sandracastro17,GOOD,26,RENT,36,61,MARRIED,FIXED,0,400,425
cyberarena,BAD,2,OWNER,60,22,MARRIED,FIXED,0,1100,1281
rebeccaa___,BAD,30,RENT,48,55,MARRIED,FIXED,0,1100,1100
danishkanavin,GOOD,11,OWNER,24,28,SINGLE,FIXED,0,400,800
robertswartwood,GOOD,25,RENT,60,52,MARRIED,FIXED,0,1250,1262
redabanjar,BAD,7,RENT,60,32,MARRIED,FIXED,0,1200,1373
retrogurl14,BAD,2,RENT,48,31,MARRIED,FREELANCE,0,1300,1300
reubenroberts,BAD,0,OWNER,36,38,MARRIED,PARTTIME,0,1000,1647
dbla921,GOOD,4,RENT,60,27,SINGLE,FIXED,0,650,1070
dawnwadawn,BAD,1,OWNER,30,20,SINGLE,FIXED,0,450,500
revolutionn,GOOD,2,RENT,60,33,MARRIED,FIXED,0,1100,1610
rewindbacktime,GOOD,5,OWNER,36,21,SINGLE,FIXED,0,1000,1313
davejenson,BAD,0,OWNER,60,34,SINGLE,PARTTIME,0,900,1005
darylking,BAD,3,OWNER,36,21,SINGLE,FIXED,0,105,105
robertw477,BAD,1,RENT,60,27,SINGLE,FIXED,0,1000,1375
rfwilkins,GOOD,16,OWNER,60,31,MARRIED,FIXED,0,1400,1850
riffscookie,BAD,0,RENT,36,34,WIDOW,FIXED,0,1150,1600
rileyh_update,BAD,10,OWNER,60,26,MARRIED,FIXED,0,1400,1524
rioproductions,BAD,7,OWNER,48,32,MARRIED,FIXED,0,970,1564
darrpalmer,BAD,1,RENT,36,28,SINGLE,FREELANCE,0,350,1500
riskone,GOOD,12,RENT,36,43,MARRIED,FIXED,0,1600,2200
riyaanand,BAD,0,RENT,60,32,MARRIED,FREELANCE,0,1600,1692
rjstein,GOOD,2,OWNER,60,43,MARRIED,FIXED,0,1500,1645
darbaybee,GOOD,10,OWNER,18,48,MARRIED,FIXED,0,1000,1608
danseymour89,GOOD,0,OWNER,24,22,SINGLE,PARTTIME,0,650,1056
riasantiago,GOOD,5,RENT,24,31,MARRIED,FIXED,0,400,2230
sameer31,BAD,0,OWNER,60,23,SINGLE,PARTTIME,0,1400,1478
stace_w,BAD,0,RENT,12,37,MARRIED,FREELANCE,0,250,375
cbassnyc,GOOD,16,RENT,60,36,MARRIED,FIXED,0,1250,1816
aziari,BAD,0,OWNER,48,24,MARRIED,FIXED,0,1200,1516
azaresdr17,GOOD,18,RENT,60,39,MARRIED,FIXED,0,800,1781
vleita,BAD,4,RENT,60,52,MARRIED,FIXED,0,1200,1200
axelroselius,BAD,1,OWNER,48,19,SINGLE,FIXED,0,1000,1075
vsys22,GOOD,3,RENT,60,41,MARRIED,FIXED,0,2200,2625
weebabylou,GOOD,12,RENT,60,34,MARRIED,FIXED,0,1200,1236
wendiegoneferal,BAD,0,RENT,48,28,MARRIED,PARTTIME,0,1100,1365
aujess1978,GOOD,0,RENT,60,33,MARRIED,FREELANCE,0,700,800
aspkin,GOOD,0,RENT,60,30,MARRIED,FIXED,0,1000,1330
askygoneonfire,GOOD,2,RENT,36,32,MARRIED,FIXED,0,1000,1230
ashtonlanai,BAD,0,OWNER,60,22,SINGLE,PARTTIME,0,950,1462
ashley__attack,GOOD,8,OWNER,24,40,MARRIED,FIXED,0,600,750
wheelerde,BAD,12,RENT,60,55,MARRIED,FIXED,0,1800,2154
ashleebaby7,BAD,5,RENT,60,40,MARRIED,FIXED,0,1900,2225
ashcalabrese,BAD,2,OWNER,24,37,SINGLE,FIXED,0,800,1298
wilbloodworth,GOOD,5,OWNER,60,28,SINGLE,FIXED,0,900,1492
asdfghjklison,GOOD,10,OWNER,24,29,SINGLE,FREELANCE,0,600,1528
williamstodd,GOOD,3,RENT,60,41,MARRIED,FREELANCE,0,750,818
arwen1616,GOOD,15,OWNER,24,40,MARRIED,FIXED,0,500,1100
aziebart,GOOD,3,OWNER,60,26,SINGLE,FIXED,0,800,840
violetheath,BAD,1,RENT,36,25,SINGLE,FIXED,0,600,675
b_fulham,BAD,12,OWNER,60,31,WIDOW,FIXED,0,1300,1300
babifranzin,BAD,0,OWNER,48,25,SINGLE,FIXED,0,1200,1202
totc,GOOD,0,RENT,48,35,MARRIED,FIXED,0,1500,1683
trackfiend386,BAD,5,OWNER,24,41,WIDOW,FREELANCE,0,500,1000
travisjones16,GOOD,2,OWNER,60,35,MARRIED,FIXED,0,1200,1677
treppa,BAD,1,RENT,60,37,SINGLE,FIXED,0,1150,1555
treva823,GOOD,5,OWNER,60,33,MARRIED,FIXED,0,1500,1663
trishadenise,GOOD,5,RENT,60,24,MARRIED,FIXED,0,700,1360
tsosiek,BAD,4,RENT,60,27,WIDOW,FREELANCE,0,1700,1700
twitcurtis,GOOD,3,OWNER,48,31,SINGLE,FIXED,0,1000,1100
bchuBEATyou,BAD,15,RENT,60,36,MARRIED,FREELANCE,0,1000,1168
wirzma,GOOD,16,OWNER,60,41,MARRIED,FIXED,0,1300,1482
twitvidcom,BAD,13,RENT,60,42,WIDOW,FIXED,0,800,1395
bandey,GOOD,20,OWNER,60,39,MARRIED,FIXED,0,1300,1639
ukloverblue,GOOD,20,OWNER,60,36,MARRIED,FIXED,0,1330,1330
ultrastarbarbie,GOOD,12,RENT,60,42,MARRIED,FIXED,0,1100,1126
unclecreepy,BAD,7,RENT,36,25,MARRIED,FIXED,0,250,400
uni0000,GOOD,13,RENT,60,54,MARRIED,FIXED,0,1000,1257
vague_horizons,GOOD,3,OWNER,36,24,WIDOW,FIXED,0,850,940
babydykecate,BAD,13,OWNER,36,33,SINGLE,FIXED,0,350,350
vajapocalypse,BAD,0,OWNER,36,49,MARRIED,FREELANCE,0,2400,2800
verschoor,BAD,7,RENT,60,41,MARRIED,FREELANCE,0,1100,1108
tzuzoo,GOOD,1,RENT,60,21,SINGLE,FIXED,0,950,984
artcworld,BAD,1,RENT,60,52,WIDOW,FIXED,0,750,873
withnoremorse,BAD,1,OWNER,48,18,SINGLE,PARTTIME,0,1150,1314
armenetta,GOOD,5,RENT,48,31,MARRIED,FIXED,0,900,1039
xxooashleyy,BAD,1,RENT,36,24,MARRIED,PARTTIME,0,900,950
xxxDanielle,GOOD,11,RENT,60,32,MARRIED,FIXED,0,950,1117
xxxSophiexxxx,GOOD,1,OWNER,48,27,SINGLE,FREELANCE,0,650,650
xxxaag4e,GOOD,3,OWNER,60,23,SINGLE,FIXED,0,700,1783
andrewjon,BAD,0,RENT,36,29,MARRIED,PARTTIME,0,650,650
yara890,GOOD,5,RENT,36,30,MARRIED,FREELANCE,0,1000,1500
andrewaf,BAD,1,OWNER,60,23,SINGLE,FIXED,0,1500,2610
yssems,GOOD,2,RENT,48,34,MARRIED,FREELANCE,0,1700,2185
andrehurtado,GOOD,2,OWNER,36,26,SINGLE,FIXED,0,300,1111
angelitaaah,GOOD,15,RENT,60,41,MARRIED,FIXED,0,1000,1450
yukuocheng,GOOD,9,RENT,60,40,SINGLE,FIXED,0,1000,1132
yummyxcookie,GOOD,4,RENT,48,27,MARRIED,FIXED,0,1200,1580
yunishaituyuyun,GOOD,8,RENT,48,24,SINGLE,FIXED,0,1000,1274
anaracecar,GOOD,5,OWNER,60,32,MARRIED,FREELANCE,0,1400,2360
zachchisenhall,BAD,2,OWNER,48,23,SINGLE,FIXED,0,1950,2175
anakitty1,BAD,1,OWNER,48,28,SINGLE,FIXED,0,1000,1320
zetachick565,GOOD,1,OWNER,12,22,SINGLE,PARTTIME,0,100,600
ziggyziggylala,GOOD,5,OWNER,60,45,MARRIED,FIXED,0,1000,1388
anLu09,GOOD,7,RENT,60,47,MARRIED,FIXED,0,1350,1612
amyyyyy,GOOD,18,RENT,60,54,MARRIED,FIXED,0,1300,1307
yumm_112,GOOD,4,RENT,36,35,SINGLE,FIXED,0,1000,1642
bengl3rt,BAD,4,RENT,60,42,WIDOW,FIXED,0,2200,2441
angie324,GOOD,13,OWNER,36,43,SINGLE,FIXED,0,200,325
anna_emme,GOOD,1,OWNER,48,22,MARRIED,FIXED,0,768,896
aricha21,BAD,4,OWNER,60,28,MARRIED,PARTTIME,0,1350,1471
ariannaaaa,GOOD,11,RENT,24,27,MARRIED,PARTTIME,0,900,1395
wmchamberlain,BAD,2,RENT,60,35,MARRIED,FIXED,0,1000,1000
wren_x,BAD,4,OWNER,36,28,SINGLE,FIXED,0,925,1350
aquadonia,GOOD,4,RENT,60,25,MARRIED,FIXED,0,900,1350
wsh5,GOOD,40,RENT,36,59,MARRIED,FIXED,0,1000,1800
wvugirl2003,GOOD,2,OWNER,36,30,MARRIED,FIXED,0,700,1090
aowong,GOOD,1,OWNER,48,22,SINGLE,FREELANCE,0,260,1440
x3_tati,GOOD,2,RENT,48,57,MARRIED,FREELANCE,0,1200,1366
xwishbearx,GOOD,1,OWNER,24,22,SINGLE,FIXED,0,700,1757
x3emmy143,GOOD,10,OWNER,36,27,MARRIED,FIXED,0,1000,1788
xLAJx,BAD,1,OWNER,48,23,SINGLE,FIXED,0,1300,1440
antifaucetwater,GOOD,3,OWNER,48,29,SINGLE,FIXED,0,1000,1028
x_amii93_,GOOD,20,OWNER,60,36,MARRIED,FIXED,0,850,935
xdanix1992,GOOD,6,OWNER,60,25,MARRIED,FIXED,0,600,1131
ansticeband,BAD,0,OWNER,24,46,SINGLE,FIXED,0,550,550
annileo,GOOD,19,OWNER,60,49,SINGLE,FIXED,0,1600,1636
xjagx89,GOOD,5,RENT,36,23,MARRIED,FIXED,0,400,400
annelupi,BAD,2,RENT,60,24,MARRIED,FIXED,0,900,1127
xonatashaa,BAD,1,OWNER,60,23,SINGLE,FIXED,0,1210,1450
xGabbix3,GOOD,1,OWNER,24,19,SINGLE,FIXED,0,400,600
torkaveli,BAD,0,OWNER,60,25,MARRIED,PARTTIME,0,1300,1380
benrcole,GOOD,3,RENT,48,60,WIDOW,FREELANCE,0,850,1036
tootyfruit,GOOD,10,RENT,60,24,MARRIED,FIXED,0,400,650
california09,BAD,0,OWNER,36,48,MARRIED,FREELANCE,0,1600,2053
sushigirl05,BAD,10,OWNER,60,31,MARRIED,FIXED,0,1600,1750
cajuz,BAD,9,RENT,24,30,SINGLE,FIXED,0,700,700
caitlinekelley,BAD,1,RENT,36,39,MARRIED,FIXED,0,600,975
suthnheart,BAD,1,OWNER,60,36,MARRIED,FIXED,0,850,1098
sweetieboo24,GOOD,0,RENT,60,29,SINGLE,FIXED,0,1550,1700
swilliams623,GOOD,4,RENT,12,33,MARRIED,FIXED,0,600,1600
caddi_shaq,GOOD,4,OWNER,60,26,MARRIED,FIXED,0,1150,1294
cArEn_eLLeN,BAD,0,RENT,60,36,MARRIED,FIXED,0,1100,1256
survivorrocks,GOOD,0,RENT,36,29,SINGLE,PARTTIME,0,1100,1110
buz_tweets,BAD,2,RENT,60,46,WIDOW,FIXED,0,1500,1687
bunnzy,BAD,13,OWNER,60,31,MARRIED,FIXED,0,1200,1423
bumblebug3,BAD,1,OWNER,36,23,SINGLE,PARTTIME,0,650,710
bugsbunny88,GOOD,29,RENT,60,57,MARRIED,FIXED,0,1100,1297
sxxxxycreamer,BAD,3,RENT,36,32,SINGLE,FREELANCE,0,950,1350
sxysamie,BAD,9,RENT,60,32,MARRIED,FREELANCE,0,1135,1355
syafiqlily,BAD,0,OWNER,60,21,SINGLE,PARTTIME,0,1000,1135
syd_,BAD,1,OWNER,36,23,SINGLE,PARTTIME,0,350,425
sydford,GOOD,8,OWNER,24,33,MARRIED,FIXED,0,1150,1770
buendiaavenue,GOOD,20,OWNER,24,40,SINGLE,FIXED,0,600,1105
switchmoney,GOOD,8,OWNER,48,30,MARRIED,FIXED,0,1100,1310
bubblesbaby37,GOOD,9,RENT,60,38,MARRIED,FIXED,0,1177,1300
surferm08,GOOD,0,RENT,60,25,SINGLE,FIXED,0,800,1201
candiceperret,GOOD,2,RENT,24,28,MARRIED,FIXED,0,512,1255
catinthehatt,GOOD,2,RENT,36,35,MARRIED,FIXED,0,870,1122
catastropheK,GOOD,0,OWNER,60,20,MARRIED,FREELANCE,0,1850,2150
caseyzic,GOOD,19,RENT,60,37,MARRIED,FIXED,0,750,970
sroldan84,BAD,2,RENT,48,36,MARRIED,FIXED,0,1340,1771
drcarly,GOOD,5,RENT,24,34,MARRIED,FREELANCE,0,250,650
staceyswogger,GOOD,5,RENT,48,28,MARRIED,FIXED,0,1100,1615
carrzie,BAD,0,OWNER,36,22,MARRIED,PARTTIME,0,700,900
stelthmunky,GOOD,2,OWNER,24,20,SINGLE,FIXED,0,450,994
carolinabreathe,GOOD,0,OWNER,60,39,SINGLE,FIXED,0,1000,1556
sunsprite33,BAD,4,OWNER,36,19,SINGLE,PARTTIME,0,1000,1035
carminaibanez,GOOD,21,RENT,60,36,MARRIED,FIXED,0,1220,1505
carly119,BAD,2,RENT,36,21,SINGLE,FIXED,0,700,825
carlosimani,BAD,2,OWNER,60,21,SINGLE,FIXED,0,1400,1600
carlf25,BAD,5,OWNER,36,22,SINGLE,FIXED,0,750,1218
stephhhanne,GOOD,1,OWNER,24,24,MARRIED,FREELANCE,0,300,750
stephjones1989,GOOD,5,OWNER,24,26,SINGLE,FREELANCE,0,800,2450
care1208,GOOD,4,OWNER,48,29,MARRIED,FIXED,0,1200,1374
stufromoz,BAD,1,OWNER,48,33,MARRIED,FREELANCE,0,1000,2218
canepas,GOOD,15,OWNER,60,31,MARRIED,FIXED,0,1200,1637
sunnygirlkate,GOOD,24,OWNER,36,51,MARRIED,FIXED,0,625,625
stephanieann30,BAD,0,RENT,60,39,SINGLE,FIXED,0,2350,2679
cc327,GOOD,2,RENT,60,36,MARRIED,FIXED,0,1125,1575
tam_iris,GOOD,1,OWNER,60,28,SINGLE,PARTTIME,0,1050,1387
brownboyjojo,GOOD,21,RENT,48,36,MARRIED,FIXED,0,950,1057
bnunnally,GOOD,18,OWNER,36,54,MARRIED,FIXED,0,300,1268
blurpzz,GOOD,3,RENT,36,23,SINGLE,FIXED,0,1000,1128
blueskyz,GOOD,10,OWNER,36,32,SINGLE,FIXED,0,1100,2471
timolue,GOOD,6,OWNER,60,23,MARRIED,FIXED,0,900,1389
bluemickey21,GOOD,0,OWNER,60,26,MARRIED,PARTTIME,0,1200,1315
tinaxtantrum,GOOD,8,RENT,48,26,SINGLE,FIXED,0,600,1290
tingkenstein,GOOD,20,RENT,48,59,MARRIED,FIXED,0,800,1298
blakestar,BAD,13,RENT,24,49,MARRIED,FREELANCE,0,700,800
tinkfun,GOOD,9,RENT,60,39,MARRIED,FIXED,0,1000,1194
bobbygrace,BAD,6,RENT,48,53,WIDOW,FIXED,0,1200,1479
tiredviolinist,BAD,0,RENT,60,43,MARRIED,FREELANCE,0,1400,1700
bigroach19,BAD,10,RENT,60,43,MARRIED,FREELANCE,0,1350,1668
bigced,GOOD,0,OWNER,36,31,MARRIED,FIXED,0,450,500
tjmahr,BAD,3,OWNER,60,25,SINGLE,PARTTIME,0,1130,1130
bgeraldes,BAD,6,RENT,36,49,MARRIED,FREELANCE,0,1000,1337
betterblogger,GOOD,22,RENT,36,60,MARRIED,FIXED,0,200,280
tmunebags,BAD,2,OWNER,54,24,SINGLE,FREELANCE,0,1800,2646
tnvora,GOOD,6,OWNER,48,25,SINGLE,FIXED,0,2400,2700
tofupoo,GOOD,2,RENT,60,28,SINGLE,FIXED,0,1000,1135
tomoeish,GOOD,14,OWNER,60,33,SINGLE,FIXED,0,1150,1192
biskero,GOOD,5,OWNER,60,22,SINGLE,FIXED,0,700,1422
brownspank,BAD,10,RENT,48,36,MARRIED,FREELANCE,0,1500,1810
timholl,GOOD,24,RENT,36,49,MARRIED,FIXED,0,675,675
bohicadeus,GOOD,8,RENT,36,36,MARRIED,FIXED,0,900,1503
brown14suga,BAD,9,RENT,36,46,MARRIED,FIXED,0,1200,1471
tammyb91,GOOD,7,RENT,60,31,MARRIED,FIXED,0,790,1072
tararoh,BAD,0,OWNER,60,23,SINGLE,PARTTIME,0,1400,1426
tasty_treats,GOOD,1,RENT,18,26,SINGLE,FIXED,0,500,600
tatu262,BAD,2,RENT,48,31,MARRIED,FREELANCE,0,1400,1635
taylasianbrett,GOOD,30,RENT,60,54,MARRIED,FIXED,0,1000,1387
tazmurf,GOOD,1,OWNER,12,53,SINGLE,FIXED,0,250,1456
britney_fan11,BAD,2,RENT,60,24,SINGLE,FIXED,0,850,989
teddybear60,GOOD,11,RENT,60,30,MARRIED,FIXED,0,1350,1637
tikidude7,GOOD,1,RENT,36,24,MARRIED,FIXED,0,650,1136
tehgort,BAD,4,RENT,24,40,MARRIED,FIXED,0,800,1200
brenana2,GOOD,0,RENT,36,51,MARRIED,FIXED,0,950,950
braque,GOOD,1,RENT,60,37,SINGLE,FIXED,0,1150,1555
theseanhooker,BAD,0,OWNER,60,24,SINGLE,PARTTIME,0,1400,1707
thexlastxcall,BAD,1,OWNER,36,22,SINGLE,PARTTIME,0,425,450
boyoverboard,BAD,15,RENT,60,33,MARRIED,FREELANCE,0,1150,1150
thisisashleyb,GOOD,4,OWNER,54,38,WIDOW,FIXED,0,850,1129
thpx,GOOD,2,RENT,48,25,MARRIED,FIXED,0,800,2251
threenails_92,GOOD,12,RENT,60,37,MARRIED,FIXED,0,700,950
tiggero1111,BAD,3,OWNER,36,40,MARRIED,FIXED,0,950,1150
thebeerrun,GOOD,1,RENT,36,22,MARRIED,FIXED,0,1200,2186
pinkangel05,GOOD,1,OWNER,36,36,SINGLE,FIXED,0,1000,2470
dynamics,GOOD,6,OWNER,60,33,MARRIED,PARTTIME,0,1250,1332
pheroze87,BAD,1,RENT,48,40,MARRIED,FREELANCE,0,1100,1197
lf681p,BAD,1,OWNER,60,29,MARRIED,PARTTIME,0,1100,1120
j0shporter,GOOD,2,OWNER,48,30,MARRIED,FIXED,0,1350,1770
iyoshii,GOOD,2,RENT,12,34,MARRIED,FREELANCE,0,500,700
ivansosa,GOOD,2,OWNER,60,34,SINGLE,FIXED,0,1200,1274
libinc,BAD,2,RENT,60,28,MARRIED,FIXED,0,1400,1400
lifeastrin,GOOD,15,OWNER,60,51,MARRIED,FIXED,0,300,1742
lilamex,BAD,5,OWNER,48,32,MARRIED,FIXED,0,1000,1812
lilylashes,BAD,4,RENT,36,38,MARRIED,FIXED,0,650,1000
lisalynn19,GOOD,2,OWNER,36,20,SINGLE,FIXED,0,500,1314
lisamartin,GOOD,2,RENT,60,23,SINGLE,FIXED,0,800,975
itsjakejohnson,BAD,0,RENT,48,39,MARRIED,FIXED,0,1000,1260
lisamichel03,BAD,2,OWNER,48,47,SINGLE,FREELANCE,0,2150,2152
lisseth1508,BAD,1,RENT,36,25,MARRIED,PARTTIME,0,475,550
itsariana,BAD,4,RENT,48,29,MARRIED,FIXED,0,579,1097
liueila,GOOD,4,OWNER,24,40,MARRIED,PARTTIME,0,1300,1300
ithy16,BAD,20,RENT,60,49,MARRIED,FIXED,0,1420,1586
itchyblood,GOOD,4,RENT,6,28,MARRIED,FIXED,0,200,1566
isquinted,GOOD,10,RENT,60,33,MARRIED,FIXED,0,600,1250
live_life_loud,BAD,1,RENT,60,38,MARRIED,FREELANCE,0,1500,1850
jaBanks,GOOD,8,OWNER,60,29,MARRIED,FIXED,0,1400,1680
lezpez7,BAD,15,RENT,60,37,MARRIED,FIXED,0,1800,2215
lexisprlife,BAD,2,RENT,48,22,SINGLE,FIXED,0,940,1127
jadeakiss09,BAD,2,OWNER,48,30,SINGLE,FIXED,0,900,1127
lauren_114,GOOD,1,OWNER,36,19,SINGLE,PARTTIME,0,425,500
laurencarr18,BAD,11,RENT,36,59,MARRIED,FIXED,0,850,1100
jamjamiejelly,GOOD,20,RENT,36,56,MARRIED,FIXED,0,1100,1256
jamieelsworth,GOOD,18,RENT,48,42,MARRIED,FREELANCE,0,1000,1469
laurenislove,GOOD,2,OWNER,6,31,SINGLE,FIXED,0,850,1403
